R0192,900.0,1.0811111111111111
U4978,300.0,1.012372685185185
U4978,300.0,1.0121412037037036
R0192,900.0,1.0016203703703703
F7537,100.0,1.0007060185185186
C6461,100.0,0.99875
F7537,100.0,0.9973263888888889
U7245,400.0,0.996724537037037
I2732,600.0,0.9958796296296296
R0192,100.0,0.9893402777777778
I2732,800.0,0.9646875
K2866,200.0,0.02295138888888889
U7245,600.0,0.00912037037037037
F7537,100.0,0.005787037037037037
U7245,1000.0,0.004108796296296296
U4467,100.0,0.0021643518518518518
O6695,1200.0,0.0016550925925925926
O6695,1200.0,0.0015162037037037036
O6695,3100.0,0.0013425925925925925
O6695,800.0,0.0011342592592592593
