H9667,100.0,1.0328125
N8455,100.0,1.0099189814814815
N8455,250.0,1.007337962962963
N8455,350.0,1.0040625
A9459,550.0,0.5383217592592593
A9459,350.0,0.5365625
Q9410,200.0,0.5362962962962963
A9459,950.0,0.5360648148148148
A9459,400.0,0.5355787037037038
A9459,350.0,0.516261574074074
Q9410,450.0,0.5159143518518519
A9459,900.0,0.5156944444444445
A9459,550.0,0.5148842592592593
G1235,150.0,0.3382986111111111
X3789,50.0,0.33479166666666665
G1235,50.0,0.2760532407407407
H3240,100.0,0.20804398148148148
H3240,50.0,0.19542824074074075
G1235,50.0,0.06289351851851852
M1593,50.0,0.04273148148148148
