N4562,400.0,1.0062037037037037
N4562,400.0,1.0059375
B6047,100.0,1.0057523148148149
N4562,200.0,1.0056597222222223
B6047,100.0,1.005613425925926
N4562,500.0,1.005439814814815
N4562,400.0,1.0044212962962964
N4562,400.0,1.0041319444444445
N4562,200.0,1.0039004629629629
N4562,200.0,1.003263888888889
N4562,200.0,1.0024421296296295
N4562,100.0,1.00125
N4562,300.0,0.9993981481481482
N4562,200.0,0.9991782407407407
N4562,200.0,0.9987615740740741
N4562,100.0,0.9985648148148148
N4562,100.0,0.9983796296296297
N4562,400.0,0.9982291666666666
N4562,300.0,0.9980787037037037
N4562,300.0,0.9979513888888889
N4562,200.0,0.997199074074074
N4562,100.0,0.9970486111111111
