N8926,101000,20180330 09:52:00,0.9944444444444445
E6532,99700,20180329 15:49:38,0.24280092592592592
R2478,98400,20180329 12:58:07,0.12369212962962962
X0539,97100,20180329 11:28:44,0.06162037037037037
E6532,95800,20180329 11:28:13,0.06126157407407407
X0539,91900,20180329 11:27:18,0.060625
E6532,90600,20180329 11:13:45,0.051215277777777776
L3252,86700,20180329 10:57:13,0.039733796296296295
E6532,85400,20180329 10:34:49,0.02417824074074074
Q5397,81500,20180329 10:27:06,0.018819444444444444
E6532,80200,20180329 10:14:14,0.00988425925925926
F3928,69800,20180329 10:12:35,0.008738425925925926
E6532,68500,20180329 10:10:54,0.007569444444444445
Q5397,67200,20180329 10:06:33,0.004548611111111111
