B8924,880.0,0.9741319444444444
B8924,880.0,0.9734722222222222
B8924,825.0,0.9729629629629629
T9821,55.0,0.9727083333333333
B8924,880.0,0.9708912037037037
B8924,880.0,0.9578703703703704
B8924,935.0,0.9510648148148149
B8924,880.0,0.9486226851851852
B8924,880.0,0.9478819444444444
B8924,880.0,0.9464467592592593
B8924,660.0,0.9455555555555556
B8924,935.0,0.41520833333333335
B8924,825.0,0.17501157407407408
B8924,1760.0,0.1724652777777778
E8091,55.0,0.13164351851851852
B8924,1760.0,0.09697916666666667
L5444,110.0,0.013668981481481482
T9821,880.0,0.00869212962962963
E8091,55.0,0.008275462962962964
T9821,2860.0,0.007280092592592592
B8924,1430.0,0.0036226851851851854
T9821,1485.0,0.0015046296296296296
T9821,1155.0,0.001238425925925926
