N1149,39000,20180411 10:27:38,1.0191898148148149
Q2615,38500,20180411 10:26:50,1.0186342592592592
N1149,38000,20180411 10:26:38,1.0184953703703703
Q2615,37500,20180411 10:24:11,1.0167939814814815
N1149,37000,20180411 10:24:04,1.016712962962963
Q2615,36500,20180411 10:24:00,1.0166666666666666
N1149,36000,20180411 10:23:48,1.0165277777777777
Q2615,35500,20180411 10:23:36,1.0163888888888888
N1149,35000,20180411 10:20:31,1.0142476851851852
Q2615,34000,20180411 10:20:08,1.0139814814814814
Q7480,33500,20180411 10:19:52,1.0137962962962963
Q2615,33000,20180411 10:16:38,1.0115509259259259
N1149,31000,20180411 10:15:15,1.0105902777777778
Q7480,30500,20180411 10:15:04,1.010462962962963
N1149,30000,20180411 10:10:59,1.0076273148148147
Q6477,29500,20180411 10:10:48,1.0075
N1149,29000,20180411 10:09:51,1.0068402777777778
Q6477,28500,20180411 10:09:38,1.006689814814815
N1149,28000,20180411 10:07:35,1.0052662037037037
Q6477,27000,20180411 10:07:11,1.0049884259259259
N1149,26500,20180411 10:06:22,1.0044212962962964
Q6477,26000,20180411 10:05:36,1.0038888888888888
N1149,25500,20180411 10:03:12,1.0022222222222221
Q6477,25000,20180411 10:02:37,1.0018171296296297
N1149,24500,20180411 10:01:14,1.0008564814814815
Q6477,24000,20180411 10:00:26,1.000300925925926
N1149,23500,20180411 09:59:30,0.9996527777777777
P9628,23000,20180411 09:59:17,0.9995023148148148
N1149,22500,20180411 09:59:05,0.999363425925926
Q6477,22000,20180411 09:57:28,0.9982407407407408
P9628,21500,20180411 09:56:53,0.9978356481481482
Q6477,21000,20180411 09:55:45,0.9970486111111111
Q7480,20500,20180411 09:55:17,0.996724537037037
Q6477,20000,20180411 09:55:10,0.9966435185185185
Q7480,19500,20180411 09:53:55,0.9957754629629629
P9628,19000,20180411 09:53:45,0.9956597222222222
Q6477,18500,20180411 09:53:03,0.9951736111111111
N1149,18000,20180411 09:52:56,0.9950925925925926
Q6477,17500,20180411 09:52:48,0.995
N1149,17000,20180411 09:52:02,0.9944675925925925
Q6477,16500,20180411 09:51:44,0.9942592592592593
Q7480,16000,20180411 09:49:18,0.9925694444444444
P9628,15000,20180411 09:48:31,0.992025462962963
Q7480,11000,20180411 09:48:08,0.9917592592592592
N4758,10500,20180411 09:41:00,0.9868055555555556
P9628,10000,20180411 09:39:03,0.9854513888888888
Q7480,9000,20180411 09:39:02,0.9854398148148148
N4758,8500,20180411 09:38:36,0.9851388888888889
Q7480,8000,20180411 09:33:23,0.9815162037037037
