S6754,154000,20180310 09:58:53,0.9992245370370371
C9881,153000,20180310 09:55:06,0.9965972222222222
S6754,152000,20180310 09:51:51,0.9943402777777778
C9881,151000,20180310 09:42:10,0.9876157407407408
S6754,150000,20180310 09:36:40,0.9837962962962963
C9881,149000,20180310 09:32:04,0.9806018518518519
W9698,148000,20180310 08:50:45,0.9519097222222223
S6754,146000,20180310 07:41:19,0.9036921296296296
V3477,145000,20180309 17:01:47,0.2929050925925926
W9698,144000,20180309 16:45:47,0.2817939814814815
V3477,143000,20180309 14:36:54,0.19229166666666667
E1266,142000,20180309 12:51:57,0.11940972222222222
S6754,141000,20180309 12:39:00,0.11041666666666666
V3477,140000,20180309 10:57:32,0.03995370370370371
S6754,139000,20180309 10:46:28,0.032268518518518516
Z2510,138000,20180309 10:38:10,0.026504629629629628
K3179,137000,20180309 10:30:17,0.021030092592592593
Z2510,136000,20180309 10:21:26,0.014884259259259259
T2633,135000,20180309 10:20:06,0.013958333333333333
K3179,134000,20180309 10:17:57,0.012465277777777778
T2633,133000,20180309 10:12:57,0.008993055555555556
S6754,132000,20180309 10:10:23,0.007210648148148148
J6790,131000,20180309 10:04:34,0.003171296296296296
S6754,130000,20180309 10:03:33,0.0024652777777777776
K3179,129000,20180309 10:02:35,0.0017939814814814815
G1668,128000,20180309 10:00:22,0.0002546296296296296
