J5761,106000,20180316 10:24:42,1.0171527777777778
E7535,105000,20180316 10:24:11,1.0167939814814815
R5151,104000,20180316 10:19:51,1.0137847222222223
E7535,103000,20180316 10:16:31,1.0114699074074074
J5761,102000,20180316 10:12:54,1.0089583333333334
R5151,101000,20180316 10:08:15,1.0057291666666666
E7535,100000,20180316 10:07:45,1.0053819444444445
J5761,99000,20180316 10:07:38,1.005300925925926
H8407,98000,20180316 10:07:11,1.0049884259259259
E7535,97000,20180316 10:06:39,1.0046180555555555
J5761,96000,20180316 10:06:19,1.004386574074074
H8407,95000,20180316 10:05:48,1.0040277777777777
J5761,94000,20180316 10:05:33,1.0038541666666667
E7535,93000,20180316 10:03:46,1.0026157407407408
U2037,92000,20180316 10:03:22,1.002337962962963
E7535,91000,20180316 10:03:13,1.0022337962962964
L6474,90000,20180316 10:03:02,1.0021064814814815
H8407,89000,20180316 10:01:21,1.0009375
K8030,88000,20180316 09:59:46,0.999837962962963
A0344,87000,20180316 09:59:30,0.9996527777777777
U2037,86000,20180316 09:59:10,0.9994212962962963
L6474,85000,20180316 09:56:40,0.9976851851851852
J3820,84000,20180316 09:55:52,0.9971296296296296
E7535,83000,20180316 09:52:44,0.9949537037037037
M5469,82000,20180316 09:50:44,0.9935648148148148
L6474,81000,20180316 09:28:20,0.9780092592592593
H8407,80000,20180316 09:15:52,0.9693518518518518
M5469,79000,20180316 07:35:11,0.8994328703703703
L6474,76000,20180316 06:41:27,0.8621180555555555
H8407,75000,20180315 21:42:56,0.48814814814814816
L6474,74000,20180315 20:31:27,0.43850694444444444
H8407,73000,20180315 20:08:06,0.4222916666666667
L6474,72000,20180315 19:55:47,0.4137384259259259
U2037,71000,20180315 19:35:55,0.3999421296296296
N1449,70000,20180315 19:07:22,0.3801157407407407
L6474,69000,20180315 16:23:38,0.26641203703703703
K8030,68000,20180315 16:07:00,0.2548611111111111
J5761,67000,20180315 15:39:56,0.2360648148148148
H8407,66000,20180315 13:17:35,0.13721064814814815
M8109,63000,20180315 10:38:02,0.026412037037037036
B5807,62000,20180315 10:36:26,0.025300925925925925
B7922,61000,20180315 10:26:46,0.018587962962962962
C1203,60000,20180315 10:08:15,0.005729166666666666
