F6234,100.0,1.003275462962963
F6234,200.0,1.003113425925926
F6234,400.0,1.0024189814814815
O0912,2300.0,1.0022916666666666
F6234,200.0,1.0013657407407408
F6234,300.0,1.00125
F6234,200.0,1.0011574074074074
F6234,200.0,0.9993518518518518
F6234,100.0,0.9992708333333333
I9648,600.0,0.9992245370370371
F6234,200.0,0.9991203703703704
F6234,300.0,0.9990509259259259
F6234,200.0,0.9989583333333333
F6234,200.0,0.9988310185185185
F6234,200.0,0.99875
F6234,100.0,0.9986458333333333
F6234,200.0,0.9984837962962962
F6234,100.0,0.9978935185185185
F6234,100.0,0.9972800925925925
M0811,100.0,0.9783101851851852
F6234,300.0,0.9425578703703704
V9152,100.0,0.5905208333333334
S6374,100.0,0.30613425925925924
F6234,200.0,0.15388888888888888
F6234,100.0,0.03528935185185185
