N8786,100.0,1.0304282407407408
N8786,300.0,1.030300925925926
N8786,300.0,1.030138888888889
N8786,100.0,1.0267824074074074
N8786,300.0,1.0235648148148149
N8786,300.0,1.0233449074074075
N8786,300.0,1.0232291666666666
N8786,300.0,1.0231018518518518
N8786,300.0,1.0229976851851852
N8786,300.0,1.0226967592592593
N8786,300.0,1.0225694444444444
N8786,300.0,1.0224074074074074
N8786,300.0,1.0222685185185185
N8786,100.0,1.0215856481481482
N8786,100.0,1.0113310185185185
N8786,300.0,1.0091319444444444
N8786,100.0,1.0089814814814815
N8786,600.0,1.0084953703703703
T3674,300.0,1.0070833333333333
Z1175,200.0,1.005949074074074
T3674,300.0,1.0040046296296297
Z1175,100.0,1.0013078703703704
N8786,500.0,0.9998958333333333
Z2265,26800.0,0.08174768518518519
