D5781,3000.0,1.0081712962962963
D5781,4000.0,1.0070717592592593
D5781,4000.0,1.006898148148148
D5781,4000.0,1.0064930555555556
D5781,4000.0,1.0063425925925926
D5781,4000.0,1.0061921296296297
D5781,4000.0,1.0060300925925927
D5781,4000.0,1.0059143518518519
D5781,4000.0,1.0058101851851853
D5781,4000.0,1.0056828703703704
D5781,4000.0,1.0054050925925926
D5781,500.0,1.004212962962963
O4017,1500.0,1.0018981481481481
C0230,1000.0,0.9498842592592592
C0230,1000.0,0.5373032407407408
C0230,1000.0,0.5318171296296297
C0230,2000.0,0.5315625
C0230,5500.0,0.4529398148148148
A8990,500.0,0.4522800925925926
C0230,7500.0,0.4403125
