N1264,130270,20180405 10:21:32,1.0149537037037037
T7753,129270,20180405 10:17:20,1.012037037037037
N1264,128270,20180405 10:12:56,1.0089814814814815
I2109,127270,20180405 10:12:49,1.008900462962963
T7753,126270,20180405 10:08:29,1.0058912037037038
J3493,125270,20180405 10:04:20,1.0030092592592592
T7753,119270,20180405 10:03:38,1.0025231481481482
J3493,118270,20180405 09:59:34,0.9996990740740741
N1264,113270,20180405 09:58:28,0.9989351851851852
J3493,112270,20180405 09:54:06,0.9959027777777778
W9476,111270,20180405 09:33:48,0.9818055555555556
W6845,110270,20180405 09:07:45,0.9637152777777778
W9476,109270,20180405 07:39:31,0.9024421296296297
Y3214,108270,20180405 06:43:18,0.8634027777777777
W9476,107270,20180405 00:31:16,0.6050462962962962
U5028,106270,20180404 13:34:56,0.14925925925925926
Y3214,105270,20180404 10:23:11,0.016099537037037037
G1699,101270,20180404 10:19:18,0.013402777777777777
Y3214,100270,20180404 10:17:08,0.011898148148148149
Q2404,94270,20180404 10:05:46,0.00400462962962963
L0716,91270,20180404 10:05:11,0.003599537037037037
Q2404,90270,20180404 10:05:02,0.0034953703703703705
L0716,89270,20180404 10:04:29,0.0031134259259259257
Q2404,88270,20180404 10:00:28,0.00032407407407407406
