Y8271,162400,20180330 10:26:40,1.0185185185185186
M0530,161400,20180330 10:23:30,1.0163194444444446
Y8271,160400,20180330 10:18:43,1.0129976851851852
A9332,159400,20180330 10:18:34,1.0128935185185186
Y8271,158400,20180330 10:18:13,1.012650462962963
A9332,157400,20180330 10:17:51,1.0123958333333334
Y8271,156400,20180330 10:17:28,1.0121296296296296
A9332,155400,20180330 10:17:20,1.012037037037037
Y8271,154400,20180330 10:17:02,1.0118287037037037
A9332,153400,20180330 10:16:54,1.0117361111111112
Y8271,152400,20180330 10:16:04,1.0111574074074074
A9332,151400,20180330 10:15:51,1.0110069444444445
Y8271,150400,20180330 10:14:57,1.0103819444444444
A9332,149400,20180330 10:14:52,1.010324074074074
Y8271,148400,20180330 10:14:38,1.010162037037037
A9332,147400,20180330 10:14:26,1.010023148148148
Y8271,146400,20180330 10:13:49,1.0095949074074073
A9332,145400,20180330 10:09:24,1.0065277777777777
Y8271,144400,20180330 10:08:51,1.0061458333333333
A9332,143400,20180330 10:04:45,1.003298611111111
R6891,142400,20180330 10:02:11,1.0015162037037038
A9332,141400,20180330 09:59:35,0.9997106481481481
S5909,140400,20180330 09:59:33,0.9996875
M3379,139400,20180330 09:59:02,0.9993287037037037
R6891,138400,20180330 09:58:40,0.9990740740740741
S5909,137400,20180330 09:58:16,0.9987962962962963
A9332,136400,20180330 09:57:41,0.9983912037037037
P7514,135400,20180330 09:57:17,0.9981134259259259
X4211,134400,20180330 09:56:37,0.997650462962963
A9332,133400,20180330 09:56:35,0.9976273148148148
M3379,132400,20180330 09:56:11,0.997349537037037
X4211,131400,20180330 09:55:45,0.9970486111111111
A9332,130400,20180330 09:55:24,0.9968055555555555
X4211,129400,20180330 09:53:39,0.9955902777777778
Q1905,128400,20180330 09:49:32,0.9927314814814815
A9332,127400,20180330 09:45:07,0.9896643518518519
Q1905,126400,20180330 09:44:29,0.989224537037037
S5909,125400,20180330 09:32:08,0.9806481481481482
A9332,124400,20180330 08:50:13,0.9515393518518519
O3556,123400,20180330 06:25:24,0.8509722222222222
A9332,122400,20180330 06:14:04,0.8431018518518518
Y8271,121400,20180329 22:01:07,0.5007754629629629
O3556,120400,20180329 21:19:11,0.4716550925925926
Y8271,118400,20180329 20:58:44,0.4574537037037037
O3556,117400,20180329 20:21:51,0.4318402777777778
Y8271,116400,20180329 19:53:14,0.4119675925925926
O3556,115400,20180329 18:14:47,0.34359953703703705
F7387,114400,20180329 15:46:59,0.24096064814814816
O3556,113400,20180329 14:22:03,0.18197916666666666
A9332,112400,20180329 14:18:05,0.17922453703703703
O3556,111400,20180329 12:10:52,0.09087962962962963
Y8271,110400,20180329 11:58:26,0.08224537037037037
O3556,109400,20180329 11:18:12,0.05430555555555556
Y8271,108400,20180329 11:10:00,0.04861111111111111
O3556,100400,20180329 11:09:35,0.04832175925925926
Y8271,99400,20180329 10:05:35,0.0038773148148148148
