商品名称,价格,商品链接
Nike Therma Flex Showtime男子全长拉链开襟篮球连帽衫,￥849,https://store.nike.com/cn/zh_cn/pd/therma-flex-showtime-%E7%94%B7%E5%AD%90%E5%85%A8%E9%95%BF%E6%8B%89%E9%93%BE%E5%BC%80%E8%A5%9F%E7%AF%AE%E7%90%83%E8%BF%9E%E5%B8%BD%E8%A1%AB-DNTB8y8d/pid-11536807/pgid-11867990
LeBron XV LMTD (GS)大童篮球童鞋,"￥1,169",https://store.nike.com/cn/zh_cn/pd/lebron-15-lmtd-%E5%A4%A7%E7%AB%A5%E7%AF%AE%E7%90%83%E7%AB%A5%E9%9E%8B-8936x8/pid-12088092/pgid-12136763
Nike Hoops Elite Max Air Team (Large)篮球行李包（大号）,￥499,https://store.nike.com/cn/zh_cn/pd/hoops-elite-max-air-team-%E7%AF%AE%E7%90%83%E8%A1%8C%E6%9D%8E%E5%8C%85%EF%BC%88%E5%A4%A7%E5%8F%B7%EF%BC%89-ZwTJEY97/pid-10132330/pgid-12190058
圣安东尼奥马刺队 Kawhi Leonard Icon Edition Swingman JerseyNike NBA Connected Jersey 男子球衣,￥599,https://store.nike.com/cn/zh_cn/pd/%E5%9C%A3%E5%AE%89%E4%B8%9C%E5%B0%BC%E5%A5%A5%E9%A9%AC%E5%88%BA%E9%98%9F-kawhi-leonard-icon-edition-swingman-jersey-nba-connected-jersey-%E7%94%B7%E5%AD%90%E7%90%83%E8%A1%A3/pid-11815939/pgid-12396909
Nike Zoom Live II EP男子篮球鞋,￥699,https://store.nike.com/cn/zh_cn/pd/zoom-live-2-ep-%E7%94%B7%E5%AD%90%E7%AF%AE%E7%90%83%E9%9E%8B-VrTWKeZ4/pid-11950203/pgid-12185392
Air Jordan First Class男子运动鞋,￥899,https://store.nike.com/cn/zh_cn/pd/air-jordan-first-class-%E7%94%B7%E5%AD%90%E8%BF%90%E5%8A%A8%E9%9E%8B-DD8c2m/pid-12136651/pgid-12416000
俄克拉荷马城雷霆队 (Russell Westbrook) City Edition Authentic JerseyNike NBA Connected Jersey 男子球衣,"￥1,299",https://store.nike.com/cn/zh_cn/pd/%E4%BF%84%E5%85%8B%E6%8B%89%E8%8D%B7%E9%A9%AC%E5%9F%8E%E9%9B%B7%E9%9C%86%E9%98%9F-city-edition-authentic-jersey-nba-connected-jersey-%E7%94%B7%E5%AD%90%E7%90%83%E8%A1%A3/pid-12019076/pgid-12185992
密尔沃基雄鹿队 Giannis Antetokounmpo Icon Edition Swingman JerseyNike NBA Connected Jersey 男子球衣,￥599,https://store.nike.com/cn/zh_cn/pd/%E5%AF%86%E5%B0%94%E6%B2%83%E5%9F%BA%E9%9B%84%E9%B9%BF%E9%98%9F-giannis-antetokounmpo-icon-edition-swingman-jersey-nba-connected-jersey-%E7%94%B7%E5%AD%90%E7%90%83%E8%A1%A3/pid-11815870/pgid-12399090
Jordan Super.Fly 2017 BG大童篮球童鞋,￥799,https://store.nike.com/cn/zh_cn/pd/jordan-super-fly-2017-bg-%E5%A4%A7%E7%AB%A5%E7%AF%AE%E7%90%83%E7%AB%A5%E9%9E%8B-Pzl261/pid-11973055/pgid-12415582
Nike Kyrie Shield男子篮球夹克,￥899,https://store.nike.com/cn/zh_cn/pd/kyrie-shield-%E7%94%B7%E5%AD%90%E7%AF%AE%E7%90%83%E5%A4%B9%E5%85%8B-gWbF8l/pid-12059703/pgid-12415806
Nike Dry Showtime Kyrie男子印花全长拉链开襟篮球连帽衫,￥749,https://store.nike.com/cn/zh_cn/pd/dry-showtime-kyrie-%E7%94%B7%E5%AD%90%E5%8D%B0%E8%8A%B1%E5%85%A8%E9%95%BF%E6%8B%89%E9%93%BE%E5%BC%80%E8%A5%9F%E7%AF%AE%E7%90%83%E8%BF%9E%E5%B8%BD%E8%A1%AB-pzbvnS/pid-11918846/pgid-12413769
Nike Dri-FIT Therma Kyrie男子印花篮球长裤,￥599,https://store.nike.com/cn/zh_cn/pd/dri-fit-therma-kyrie-%E7%94%B7%E5%AD%90%E5%8D%B0%E8%8A%B1%E7%AF%AE%E7%90%83%E9%95%BF%E8%A3%A4-FZzRxN/pid-11918861/pgid-12415241
金州勇士队 City Edition Nike Modern男子 NBA 运动夹克,"￥1,099",https://store.nike.com/cn/zh_cn/pd/%E9%87%91%E5%B7%9E%E5%8B%87%E5%A3%AB%E9%98%9F-city-edition-modern-nba-%E8%BF%90%E5%8A%A8%E5%A4%B9%E5%85%8B-gXTOKwO0/pid-12016241/pgid-12136928
休斯顿火箭队 (James Harden) Nike Icon Edition Swingman Jersey男子 NBA 球衣,￥599,https://store.nike.com/cn/zh_cn/pd/%E4%BC%91%E6%96%AF%E9%A1%BF%E7%81%AB%E7%AE%AD%E9%98%9F-icon-edition-swingman-jersey-nba-%E7%90%83%E8%A1%A3/pid-11813789/pgid-11988509
休斯顿火箭队 (James Harden) Nike Icon Edition Swingman Jersey男子 NBA 球衣,￥599,https://store.nike.com/cn/zh_cn/pd/%E4%BC%91%E6%96%AF%E9%A1%BF%E7%81%AB%E7%AE%AD%E9%98%9F-icon-edition-swingman-jersey-nba-%E7%90%83%E8%A1%A3/pid-11813789/pgid-11988509
Jordan Sportswear Wings 1988男子连帽衫,￥649,https://store.nike.com/cn/zh_cn/pd/jordan-sportswear-wings-1988-%E7%94%B7%E5%AD%90%E8%BF%9E%E5%B8%BD%E8%A1%AB-gLblPF/pid-12127203/pgid-12415771
Apple Watch Nike+ Series 3（GPS + 蜂窝网络）38 毫米跑步手表,"￥3,188",https://store.nike.com/cn/zh_cn/pd/apple-watch-series-3%EF%BC%88gps-%E8%9C%82%E7%AA%9D%E7%BD%91%E7%BB%9C%EF%BC%8938-%E6%AF%AB%E7%B1%B3%E8%B7%91%E6%AD%A5%E6%89%8B%E8%A1%A8/pid-12285337/pgid-12292070
Jordan Wings CNY男子圆领上衣,￥599,https://store.nike.com/cn/zh_cn/pd/jordan-wings-cny-%E7%94%B7%E5%AD%90%E5%9C%86%E9%A2%86%E4%B8%8A%E8%A1%A3-MBVlLn/pid-12115291/pgid-12186074
俄克拉荷马城雷霆队 (Russell Westbrook) Nike Icon Edition Swingman JerseyNike NBA Connected Jersey 男子球衣,￥599,https://store.nike.com/cn/zh_cn/pd/%E4%BF%84%E5%85%8B%E6%8B%89%E8%8D%B7%E9%A9%AC%E5%9F%8E%E9%9B%B7%E9%9C%86%E9%98%9F-icon-edition-swingman-jersey-nba-connected-jersey-%E7%94%B7%E5%AD%90%E7%90%83%E8%A1%A3/pid-11815897/pgid-12407676
Nike Dry Kyrie男子连帽衫,￥649,https://store.nike.com/cn/zh_cn/pd/dry-kyrie-%E7%94%B7%E5%AD%90%E8%BF%9E%E5%B8%BD%E8%A1%AB-GPTgnmg3/pid-11918901/pgid-12185323
Apple Watch Nike+ Series 3（GPS + 蜂窝网络）38 毫米跑步手表,"￥3,188",https://store.nike.com/cn/zh_cn/pd/apple-watch-series-3%EF%BC%88gps-%E8%9C%82%E7%AA%9D%E7%BD%91%E7%BB%9C%EF%BC%8938-%E6%AF%AB%E7%B1%B3%E8%B7%91%E6%AD%A5%E6%89%8B%E8%A1%A8/pid-12326383/pgid-12293906
Jordan Sportswear Flight Fleece Air男子连帽衫,￥449,https://store.nike.com/cn/zh_cn/pd/jordan-sportswear-flight-fleece-air-%E7%94%B7%E5%AD%90%E8%BF%9E%E5%B8%BD%E8%A1%AB-nrg42T/pid-11983773/pgid-12415553
Jordan Ultimate Flight男子篮球七分裤,￥599,https://store.nike.com/cn/zh_cn/pd/jordan-ultimate-flight-%E7%94%B7%E5%AD%90%E7%AF%AE%E7%90%83%E4%B8%83%E5%88%86%E8%A3%A4-lkTPLBkL/pid-11534259/pgid-11865707
Nike Therma Flex Showtime男子篮球圆领上衣,￥749,https://store.nike.com/cn/zh_cn/pd/therma-flex-showtime-%E7%94%B7%E5%AD%90%E7%AF%AE%E7%90%83%E5%9C%86%E9%A2%86%E4%B8%8A%E8%A1%A3-0nTglZl3/pid-11538281/pgid-11867992
Nike LeBron Max Air Ambassador双肩包,￥549,https://store.nike.com/cn/zh_cn/pd/lebron-max-air-ambassador-%E5%8F%8C%E8%82%A9%E5%8C%85-FdmW46/pid-11807829/pgid-12413481
金州勇士队 (Klay Thompson) Nike Icon Edition Swingman JerseyNBA Jersey 男子球衣,￥599,https://store.nike.com/cn/zh_cn/pd/%E9%87%91%E5%B7%9E%E5%8B%87%E5%A3%AB%E9%98%9F-icon-edition-swingman-jersey-nba-jersey-%E7%94%B7%E5%AD%90%E7%90%83%E8%A1%A3/pid-11813785/pgid-11988456
Nike HyperStrong Padded篮球膝盖护套（1 对）,￥599,https://store.nike.com/cn/zh_cn/pd/hyperstrong-padded-%E7%AF%AE%E7%90%83%E8%86%9D%E7%9B%96%E6%8A%A4%E5%A5%97%EF%BC%881-%E5%AF%B9%EF%BC%89-xqTPbRRr/pid-11776782/pgid-12030776
All-Star Edition Jordan男子 NBA 夹克,￥899,https://store.nike.com/cn/zh_cn/pd/all-star-edition-jordan-nba-%E5%A4%B9%E5%85%8B-RXgzLR/pid-12027828/pgid-12185999
Nike Ambassador X Kay Yow男子篮球鞋,￥999,https://store.nike.com/cn/zh_cn/pd/ambassador-10-kay-yow-%E7%94%B7%E5%AD%90%E7%AF%AE%E7%90%83%E9%9E%8B-Kn5Mpv/pid-12060016/pgid-12185741
Russell Westbrook All-Star Edition Swingman JerseyJordan NBA Connected Jersey 男子球衣,￥699,https://store.nike.com/cn/zh_cn/pd/russell-westbrook-all-star-edition-swingman-jersey-jordan-nba-connected-jersey-%E7%94%B7%E5%AD%90%E7%90%83%E8%A1%A3-tlthcm/pid-12001346/pgid-12416829
休斯顿火箭队 (James Harden) Statement Edition Swingman JerseyNike NBA Connected Jersey 男子球衣,￥599,https://store.nike.com/cn/zh_cn/pd/%E4%BC%91%E6%96%AF%E9%A1%BF%E7%81%AB%E7%AE%AD%E9%98%9F-statement-edition-swingman-jersey-nba-connected-jersey-%E7%94%B7%E5%AD%90%E7%90%83%E8%A1%A3/pid-11813907/pgid-12399088
Kyrie 4 (TD)婴童运动童鞋,￥499,https://store.nike.com/cn/zh_cn/pd/kyrie-4-%E5%A9%B4%E7%AB%A5%E8%BF%90%E5%8A%A8%E7%AB%A5%E9%9E%8B-fjBzN5/pid-12136039/pgid-12415552
Kyrie Irving All-Star Edition Swingman JerseyJordan NBA Connected Jersey 男子球衣,￥699,https://store.nike.com/cn/zh_cn/pd/kyrie-irving-all-star-edition-swingman-jersey-jordan-nba-connected-jersey-%E7%94%B7%E5%AD%90%E7%90%83%E8%A1%A3-pQSDbj/pid-12001333/pgid-12416815
Jordan Jumpman Air男子起绒长裤,￥449,https://store.nike.com/cn/zh_cn/pd/jordan-jumpman-air-%E7%94%B7%E5%AD%90%E8%B5%B7%E7%BB%92%E9%95%BF%E8%A3%A4-KHvNVq/pid-12059216/pgid-12415589
Nike Dry Showtime Kyrie男子印花全长拉链开襟篮球连帽衫,￥749,https://store.nike.com/cn/zh_cn/pd/dry-showtime-kyrie-%E7%94%B7%E5%AD%90%E5%8D%B0%E8%8A%B1%E5%85%A8%E9%95%BF%E6%8B%89%E9%93%BE%E5%BC%80%E8%A5%9F%E7%AF%AE%E7%90%83%E8%BF%9E%E5%B8%BD%E8%A1%AB-GPTgdvE9/pid-11918849/pgid-12166537
Jordan Ultimate Flight男子篮球长裤,￥599,https://store.nike.com/cn/zh_cn/pd/jordan-ultimate-flight-%E7%94%B7%E5%AD%90%E7%AF%AE%E7%90%83%E9%95%BF%E8%A3%A4-7K83mY/pid-11932360/pgid-12185614
克利夫兰骑士队 (LeBron James) Statement Edition Swingman JerseyNike NBA Connected Jersey 男子球衣,￥599,https://store.nike.com/cn/zh_cn/pd/%E5%85%8B%E5%88%A9%E5%A4%AB%E5%85%B0%E9%AA%91%E5%A3%AB%E9%98%9F-statement-edition-swingman-jersey-nba-connected-jersey-%E7%94%B7%E5%AD%90%E7%90%83%E8%A1%A3/pid-11813887/pgid-12399085
"Jordan ""City of Flight"" MA-1幼童夹克",￥699,https://store.nike.com/cn/zh_cn/pd/jordan-city-of-flight-ma-1-%E5%B9%BC%E7%AB%A5%E5%A4%B9%E5%85%8B-wPO2pD/pid-12189307/pgid-12291929
Jordan Flight男子篮球短裤,￥249,https://store.nike.com/cn/zh_cn/pd/jordan-flight-%E7%94%B7%E5%AD%90%E7%AF%AE%E7%90%83%E7%9F%AD%E8%A3%A4-9R160C/pid-11838169/pgid-12397218
俄克拉荷马城雷霆队 (Russell Westbrook) Statement Edition Swingman JerseyNike NBA Connected Jersey 男子球衣,￥599,https://store.nike.com/cn/zh_cn/pd/%E4%BF%84%E5%85%8B%E6%8B%89%E8%8D%B7%E9%A9%AC%E5%9F%8E%E9%9B%B7%E9%9C%86%E9%98%9F-statement-edition-swingman-jersey-nba-connected-jersey-%E7%94%B7%E5%AD%90%E7%90%83%E8%A1%A3/pid-11816220/pgid-12399094
Jordan Sportswear Flight Fleece Air男子连帽衫,￥449,https://store.nike.com/cn/zh_cn/pd/jordan-sportswear-flight-fleece-air-%E7%94%B7%E5%AD%90%E8%BF%9E%E5%B8%BD%E8%A1%AB-gXTO9yOq/pid-11983774/pgid-12014977
俄克拉荷马城雷霆队 (Paul George) Icon Edition Swingman JerseyNike NBA Connected Jersey 男子球衣,￥599,https://store.nike.com/cn/zh_cn/pd/%E4%BF%84%E5%85%8B%E6%8B%89%E8%8D%B7%E9%A9%AC%E5%9F%8E%E9%9B%B7%E9%9C%86%E9%98%9F-icon-edition-swingman-jersey-nba-connected-jersey-%E7%94%B7%E5%AD%90%E7%90%83%E8%A1%A3/pid-11815903/pgid-11988515
多伦多猛龙队 (DeMar DeRozan) Icon Edition Swingman JerseyNike NBA Connected Jersey 男子球衣,￥599,https://store.nike.com/cn/zh_cn/pd/%E5%A4%9A%E4%BC%A6%E5%A4%9A%E7%8C%9B%E9%BE%99%E9%98%9F-icon-edition-swingman-jersey-nba-connected-jersey-%E7%94%B7%E5%AD%90%E7%90%83%E8%A1%A3/pid-11815950/pgid-11988518
Jordan Sportswear Wings 1988男子短袖上衣,￥549,https://store.nike.com/cn/zh_cn/pd/jordan-sportswear-wings-1988-%E7%94%B7%E5%AD%90%E7%9F%AD%E8%A2%96%E4%B8%8A%E8%A1%A3-9NVly3/pid-12127287/pgid-12186035
LeBron XV (PS)幼童运动童鞋,￥599,https://store.nike.com/cn/zh_cn/pd/lebron-15-%E5%B9%BC%E7%AB%A5%E8%BF%90%E5%8A%A8%E7%AB%A5%E9%9E%8B-gXTO9Kby/pid-12259647/pgid-12030878
Air Jordan 1 Retro Low NS复刻女子运动鞋,￥899,https://store.nike.com/cn/zh_cn/pd/air-jordan-1-retro-low-ns-%E5%A4%8D%E5%88%BB%E5%A5%B3%E5%AD%90%E8%BF%90%E5%8A%A8%E9%9E%8B-YPTAG1bd/pid-12117568/pgid-12263951
布鲁克林篮网队 (Jeremy Lin) Icon Edition Swingman JerseyNike NBA Connected Jersey 男子球衣,￥599,https://store.nike.com/cn/zh_cn/pd/%E5%B8%83%E9%B2%81%E5%85%8B%E6%9E%97%E7%AF%AE%E7%BD%91%E9%98%9F-icon-edition-swingman-jersey-nba-connected-jersey-%E7%94%B7%E5%AD%90%E7%90%83%E8%A1%A3/pid-11813718/pgid-11988504
金州勇士队 (Stephen Curry) Statement Edition SwingmanNike NBA Connected Jersey 男子球衣,￥599,https://store.nike.com/cn/zh_cn/pd/%E9%87%91%E5%B7%9E%E5%8B%87%E5%A3%AB%E9%98%9F-statement-edition-swingman-jersey-nba-connected-jersey-%E7%94%B7%E5%AD%90%E7%90%83%E8%A1%A3/pid-11616662/pgid-12413716
克利夫兰骑士队 Nike Dry男子 NBA T恤,￥299,https://store.nike.com/cn/zh_cn/pd/%E5%85%8B%E5%88%A9%E5%A4%AB%E5%85%B0%E9%AA%91%E5%A3%AB%E9%98%9F-dry-nba-t%E6%81%A4-NwTznwl9/pid-11940551/pgid-11988552
Nike Hyper Elite 8P篮球,￥599,https://store.nike.com/cn/zh_cn/pd/hyper-elite-8p-%E7%AF%AE%E7%90%83-rJTGmVXz/pid-11807869/pgid-12030808
"Jordan Sportswear Wings ""City of Flight""男子套头连帽衫",￥599,https://store.nike.com/cn/zh_cn/pd/jordan-sportswear-wings-city-of-flight-%E7%94%B7%E5%AD%90%E5%A5%97%E5%A4%B4%E8%BF%9E%E5%B8%BD%E8%A1%AB-ERTBdl4v/pid-11925341/pgid-12185556
Nike Dri-FIT Therma Kyrie男子印花篮球长裤,￥599,https://store.nike.com/cn/zh_cn/pd/dri-fit-therma-kyrie-%E7%94%B7%E5%AD%90%E5%8D%B0%E8%8A%B1%E7%AF%AE%E7%90%83%E9%95%BF%E8%A3%A4-AKTde8V1/pid-11918863/pgid-12166539
Jordan Ultimate Flight男子篮球夹克,￥799,https://store.nike.com/cn/zh_cn/pd/jordan-ultimate-flight-%E7%94%B7%E5%AD%90%E7%AF%AE%E7%90%83%E5%A4%B9%E5%85%8B-jrKn4e/pid-11932354/pgid-12185613
Jordan Flight男子长袖篮球上衣,￥399,https://store.nike.com/cn/zh_cn/pd/jordan-flight-%E7%94%B7%E5%AD%90%E9%95%BF%E8%A2%96%E7%AF%AE%E7%90%83%E4%B8%8A%E8%A1%A3-LBTglee8/pid-11778117/pgid-12030782
Kevin Durant All-Star Edition Swingman JerseyJordan NBA Connected Jersey 男子球衣,￥699,https://store.nike.com/cn/zh_cn/pd/kevin-durant-all-star-edition-swingman-jersey-jordan-nba-connected-jersey-%E7%94%B7%E5%AD%90%E7%90%83%E8%A1%A3-rB1ZCG/pid-12001345/pgid-12416828
金州勇士队 (Stephen Curry) City Edition Swingman JerseyNike NBA Connected Jersey 男子球衣,￥599,https://store.nike.com/cn/zh_cn/pd/%E9%87%91%E5%B7%9E%E5%8B%87%E5%A3%AB%E9%98%9F-city-edition-swingman-jersey-nba-connected-jersey-%E7%94%B7%E5%AD%90%E7%90%83%E8%A1%A3/pid-11972845/pgid-12407547
Jordan Wings Essentials男子长袖圆领上衣,￥549,https://store.nike.com/cn/zh_cn/pd/jordan-wings-essentials-%E7%94%B7%E5%AD%90%E9%95%BF%E8%A2%96%E5%9C%86%E9%A2%86%E4%B8%8A%E8%A1%A3-gX6JXH/pid-11762556/pgid-12413835
All-Star Edition Nike Therma Flex Showtime男子 NBA 连帽衫,￥999,https://store.nike.com/cn/zh_cn/pd/all-star-edition-therma-flex-showtime-nba-%E8%BF%9E%E5%B8%BD%E8%A1%AB-b1yNKj/pid-12016684/pgid-12185986
Nike Dry Kyrie男子连帽衫,￥649,https://store.nike.com/cn/zh_cn/pd/dry-kyrie-%E7%94%B7%E5%AD%90%E8%BF%9E%E5%B8%BD%E8%A1%AB-06lqFG/pid-11918900/pgid-12416048
明尼苏达森林狼队 (Jimmy Butler) Icon Edition Swingman JerseyNike NBA Connected Jersey 男子球衣,￥599,https://store.nike.com/cn/zh_cn/pd/%E6%98%8E%E5%B0%BC%E8%8B%8F%E8%BE%BE%E6%A3%AE%E6%9E%97%E7%8B%BC%E9%98%9F-icon-edition-swingman-jersey-nba-connected-jersey-%E7%94%B7%E5%AD%90%E7%90%83%E8%A1%A3/pid-12049707/pgid-12191532
Jordan Sportswear Wings Windbreaker男子夹克,￥699,https://store.nike.com/cn/zh_cn/pd/jordan-sportswear-wings-windbreaker-%E7%94%B7%E5%AD%90%E5%A4%B9%E5%85%8B-89TqJYMK/pid-11924708/pgid-12058780
新奥尔良鹈鹕队 (DeMarcus Cousins) Icon Edition Swingman JerseyNike NBA Connected Jersey 男子球衣,￥599,https://store.nike.com/cn/zh_cn/pd/%E6%96%B0%E5%A5%A5%E5%B0%94%E8%89%AF%E9%B9%88%E9%B9%95%E9%98%9F-icon-edition-swingman-jersey-nba-connected-jersey-%E7%94%B7%E5%AD%90%E7%90%83%E8%A1%A3/pid-11955795/pgid-11988513
波士顿凯尔特人队 Nike Dry男子 NBA T恤,￥299,https://store.nike.com/cn/zh_cn/pd/%E6%B3%A2%E5%A3%AB%E9%A1%BF%E5%87%AF%E5%B0%94%E7%89%B9%E4%BA%BA%E9%98%9F-dry-nba-t%E6%81%A4-m9Vxvw/pid-12261630/pgid-12413744
Jordan AS Icon Edition Swingman男子 NBA 短裤,￥549,https://store.nike.com/cn/zh_cn/pd/jordan-as-icon-edition-swingman-nba-%E7%9F%AD%E8%A3%A4-apxDmG/pid-12018866/pgid-12185989
Jordan Flight Reversible男子篮球背心,￥269,https://store.nike.com/cn/zh_cn/pd/jordan-flight-reversible-%E7%94%B7%E5%AD%90%E7%AF%AE%E7%90%83%E8%83%8C%E5%BF%83-tRhL7C/pid-11838157/pgid-12397216
Jordan Wings Essentials男子长袖圆领上衣,￥549,https://store.nike.com/cn/zh_cn/pd/jordan-wings-essentials-%E7%94%B7%E5%AD%90%E9%95%BF%E8%A2%96%E5%9C%86%E9%A2%86%E4%B8%8A%E8%A1%A3-wz9oZg/pid-11923180/pgid-12185273
休斯顿火箭队 (Zhou Qi) Icon Edition Swingman JerseyNike NBA Connected Jersey 男子球衣,￥599,https://store.nike.com/cn/zh_cn/pd/%E4%BC%91%E6%96%AF%E9%A1%BF%E7%81%AB%E7%AE%AD%E9%98%9F-icon-edition-swingman-jersey-nba-connected-jersey-%E7%94%B7%E5%AD%90%E7%90%83%E8%A1%A3/pid-11813795/pgid-12399083
Nike Hoops Elite Basketball健身包,￥149,https://store.nike.com/cn/zh_cn/pd/hoops-elite-basketball-%E5%81%A5%E8%BA%AB%E5%8C%85-mBbxq8/pid-11164275/pgid-12413256
克利夫兰骑士队 Nike Dry Showtime男子 NBA 连帽衫,￥699,https://store.nike.com/cn/zh_cn/pd/%E5%85%8B%E5%88%A9%E5%A4%AB%E5%85%B0%E9%AA%91%E5%A3%AB%E9%98%9F-dry-showtime-nba-%E8%BF%9E%E5%B8%BD%E8%A1%AB-AKTd4pAn/pid-11762949/pgid-11979039
Jordan Jumpman头带（1 条）,￥119,https://store.nike.com/cn/zh_cn/pd/jordan-jumpman-%E5%A4%B4%E5%B8%A6%EF%BC%881-%E6%9D%A1%EF%BC%89-pvTjMRB8/pid-11355898/pgid-12037693
LeBron James All-Star Edition Swingman JerseyJordan NBA Connected Jersey 男子球衣,￥699,https://store.nike.com/cn/zh_cn/pd/lebron-james-all-star-edition-swingman-jersey-jordan-nba-connected-jersey-%E7%94%B7%E5%AD%90%E7%90%83%E8%A1%A3-50WDkG/pid-12001329/pgid-12416814
Nike Dri-FIT男子长袖篮球T恤,￥299,https://store.nike.com/cn/zh_cn/pd/dri-fit-%E7%94%B7%E5%AD%90%E9%95%BF%E8%A2%96%E7%AF%AE%E7%90%83t%E6%81%A4-gXTOKW1J/pid-12060380/pgid-12133898
Nike Therma男子全长拉链开襟篮球连帽衫,￥649,https://store.nike.com/cn/zh_cn/pd/therma-%E7%94%B7%E5%AD%90%E5%85%A8%E9%95%BF%E6%8B%89%E9%93%BE%E5%BC%80%E8%A5%9F%E7%AF%AE%E7%90%83%E8%BF%9E%E5%B8%BD%E8%A1%AB-z3TldqMR/pid-11884395/pgid-12014842
金州勇士队 (Kevin Durant) City Edition Swingman JerseyNike NBA Jersey 男子球衣,￥599,https://store.nike.com/cn/zh_cn/pd/%E9%87%91%E5%B7%9E%E5%8B%87%E5%A3%AB%E9%98%9F-city-edition-swingman-jersey-nba-jersey-%E7%94%B7%E5%AD%90%E7%90%83%E8%A1%A3/pid-11972846/pgid-12136912
Jordan Jumpman Air男子起绒长裤,￥449,https://store.nike.com/cn/zh_cn/pd/jordan-jumpman-air-%E7%94%B7%E5%AD%90%E8%B5%B7%E7%BB%92%E9%95%BF%E8%A3%A4-OWzN7q/pid-11925297/pgid-12185553
克利夫兰骑士队 (LeBron James) City Edition Swingman JerseyNike NBA Jersey 男子球衣,￥599,https://store.nike.com/cn/zh_cn/pd/%E5%85%8B%E5%88%A9%E5%A4%AB%E5%85%B0%E9%AA%91%E5%A3%AB%E9%98%9F-city-edition-swingman-jersey-nba-jersey-%E7%94%B7%E5%AD%90%E7%90%83%E8%A1%A3/pid-11972830/pgid-12136911
华盛顿奇才队 (John Wall) Icon Edition Swingman JerseyNike NBA Connected Jersey 男子球衣,￥599,https://store.nike.com/cn/zh_cn/pd/%E5%8D%8E%E7%9B%9B%E9%A1%BF%E5%A5%87%E6%89%8D%E9%98%9F-icon-edition-swingman-jersey-nba-connected-jersey-%E7%94%B7%E5%AD%90%E7%90%83%E8%A1%A3/pid-11815963/pgid-12399093
波士顿凯尔特人队 (Kyrie Irving) Statement Edition Swingman JerseyNike NBA Connected Jersey 男子球衣,￥599,https://store.nike.com/cn/zh_cn/pd/%E6%B3%A2%E5%A3%AB%E9%A1%BF%E5%87%AF%E5%B0%94%E7%89%B9%E4%BA%BA%E9%98%9F-statement-edition-swingman-jersey-nba-connected-jersey-%E7%94%B7%E5%AD%90%E7%90%83%E8%A1%A3/pid-12086345/pgid-12261091
All-Star Edition Jordan男子 NBA 中长裤,￥699,https://store.nike.com/cn/zh_cn/pd/all-star-edition-jordan-nba-%E4%B8%AD%E9%95%BF%E8%A3%A4-r4po7W/pid-12027826/pgid-12185998
Nike LeBron Max Air Ambassador双肩包,￥549,https://store.nike.com/cn/zh_cn/pd/lebron-max-air-ambassador-%E5%8F%8C%E8%82%A9%E5%8C%85-olTWLybB/pid-11807830/pgid-12030807
Jordan Air Jumpman男子长袖篮球T恤,￥299,https://store.nike.com/cn/zh_cn/pd/jordan-air-jumpman-%E7%94%B7%E5%AD%90%E9%95%BF%E8%A2%96%E7%AF%AE%E7%90%83t%E6%81%A4-JCjG0n/pid-12018708/pgid-12412853
Jordan CNY男子篮球T恤,￥299,https://store.nike.com/cn/zh_cn/pd/jordan-cny-%E7%94%B7%E5%AD%90%E7%AF%AE%E7%90%83t%E6%81%A4-bGO9yk/pid-12115288/pgid-12186072
Nike Therma男子篮球长裤,￥499,https://store.nike.com/cn/zh_cn/pd/therma-%E7%94%B7%E5%AD%90%E7%AF%AE%E7%90%83%E9%95%BF%E8%A3%A4-moTBd228/pid-11884396/pgid-12185276
休斯顿火箭队 (James Harden) City Edition Swingman JerseyNike NBA Connected Jersey 男子球衣,￥599,https://store.nike.com/cn/zh_cn/pd/%E4%BC%91%E6%96%AF%E9%A1%BF%E7%81%AB%E7%AE%AD%E9%98%9F-city-edition-swingman-jersey-nba-connected-jersey-%E7%94%B7%E5%AD%90%E7%90%83%E8%A1%A3/pid-11972850/pgid-12136913
Nike Dri-FIT Elite大童（男孩）篮球短裤,￥199,https://store.nike.com/cn/zh_cn/pd/dri-fit-elite-%E5%A4%A7%E7%AB%A5%EF%BC%88-%EF%BC%89%E7%AF%AE%E7%90%83%E7%9F%AD%E8%A3%A4-f5VP3P/pid-11200920/pgid-12379093
波特兰开拓者队 (Damian Lillard) Icon Edition Swingman JerseyNike NBA Connected Jersey 男子球衣,￥599,https://store.nike.com/cn/zh_cn/pd/%E6%B3%A2%E7%89%B9%E5%85%B0%E5%BC%80%E6%8B%93%E8%80%85%E9%98%9F-icon-edition-swingman-jersey-nba-connected-jersey-%E7%94%B7%E5%AD%90%E7%90%83%E8%A1%A3/pid-11815924/pgid-11988516
Jordan Rise男子篮球短裤,￥299,https://store.nike.com/cn/zh_cn/pd/jordan-rise-%E7%94%B7%E5%AD%90%E7%AF%AE%E7%90%83%E7%9F%AD%E8%A3%A4-JwRTLH/pid-11956071/pgid-12414951
Jordan Jumpman护腕（1 对）,￥129,https://store.nike.com/cn/zh_cn/pd/jordan-jumpman-%E6%8A%A4%E8%85%95%EF%BC%881-%E5%AF%B9%EF%BC%89-93trwd/pid-11360702/pgid-12413225
