['数据分析员', '/intern/inn_80uijm79cwpm', b'\xef\x83\xaf\xef\x84\xb9\xe8\xbe\xbe', '数据库', '北京', '\ue8c9\uef76\ue914-\ue8c9\ue170\ue914/天', '\uf30b天/周', '\uf12b个月']
['数据分析\ue46f', '/intern/inn_ihwi9hrel44n', b'\xe8\x80\x80\xe6\x99\x9f\xe6\x8a\x95\xe8\xb5\x84', '金融', '佛山', '\ue8c9\uf12b\ue914-\ue8c9\ue170\ue914/天', '\ue170天/周', '\uf12b个月']
['数据分析专员', '/intern/inn_jyaoif4s6lbt', b'\xe6\xaf\x9b\xe6\x88\x88\xe5\xb9\xb3\xe5\x8c\x96\xe5\xa6\x86\xe5\x93\x81', '财会', '杭州', '\ue8c9\ue8c9\ue914-\ue8c9\uecca\ue914/天', '\ue170天/周', '\uf30b个月']
['数据分析\ue46f', '/intern/inn_z9roxsapb4e3', b'\xe4\xba\xbf\xe7\xbf\xb0\xe8\x82\xa1\xe4\xbb\xbd', '咨询/顾问', '上海', '\ue8c9\ue914\ue914-\ue8c9\uef76\ue914/天', '\uf30b天/周', '\uf12b个月']
['数据分析\ue46f', '/intern/inn_qhdqv3bmxbam', b'\xe5\xa3\xb0\xe8\xae\xaf\xe7\xa7\x91\xe6\x8a\x80', '数据库', '杭州', '\uef76\ue914\ue914-\uf30b\ue914\ue914/天', '\ue170天/周', '\ue8c9\ue170个月']
['数据分析\ue46f', '/intern/inn_azkqk89jd0v0', b'\xe5\x8d\x8e\xe9\x99\xa2\xe5\x88\x86\xe6\x9e\x90', '云计算/大数据', '银川', '\ue8c9\uef76\ue914-\ue8c9\ue170\ue914/天', '\uf30b天/周', '\uf12b个月']
['数据分析\ue46f', '/intern/inn_ecsgt7b4jjyx', b'\xe5\x8c\x97\xe4\xba\xac\xe6\x97\xa0\xe5\x8f\x8c\xe7\xa7\x91\xe6\x8a\x80\xe6\x9c\x89\xe9\x99\x90\xe5\x85\xac\xe5\x8f\xb8', '媒体', '北京', '\ue8c9\ue170\ue914-\uef76\ue914\ue914/天', '\ue170天/周', '\uf12b个月']
['数据分析\ue46f', '/intern/inn_ixitypr40wtf', b'\xe5\xb9\xb3\xe5\xae\x89\xe4\xba\xa7\xe9\x99\xa9', '软件', '佛山', '\uf82e\ue914-\ue8c9\ue914\ue914/天', '\uf30b天/周', '\uf30b个月']
['数据分析\ue46f', '/intern/inn_0pj9wmoctlab', b'\xe8\x93\x9d\xe6\xb8\xaf\xef\x9d\x9e\xe5\x8a\xa8\xe9\x9b\x86\xe5\x9b\xa2', '数据库', '北京', '\ue8c9\uf30b\ue914-\ue8c9\uf82e\ue914/天', '\ue170天/周', '\uf82e个月']
['数据分析\ue46f', '/intern/inn_0zghvkbpqmqz', b'\xe9\x95\xbf\xe6\xb1\x9f\xe4\xbc\x97\xe5\x88\x9b', '数据挖掘', '上海', '\ue8c9\ue170\ue914-\uef76\ue914\ue914/天', '\uf12b天/周', '\uecca个月']
['数据分析\ue46f', '/intern/inn_aufesvumbm8d', b'\xe9\x95\xbf\xe6\xb1\x9f\xe4\xbc\x97\xe5\x88\x9b', 'Python', '上海', '\ue8c9\uef76\ue914-\ue8c9\ue170\ue914/天', '\uf12b天/周', '\uf12b个月']
['商业数据分析', '/intern/inn_urtkx6kbwhki', b'\xef\x87\x95\xee\x92\xb7\xef\x9f\xbb', '分析/调研', '南京', '\ue8c9\ue8c9\ue170-\ue8c9\uf12b\ue914/天', '\uf12b天/周', '\uf30b个月']
['数据分析\uebcc\ueb17\ue46f', '/intern/inn_bzdz1j9o5o7a', b'\xe4\xbf\x9d\xe6\x95\xb0\xe9\x80\x9a', '算法', '北京', '\ue8c9\ue914\ue914-\uef76\ue914\ue914/天', '\uf12b天/周', '\ue8c9\uf12b个月']
['数据分析岗', '/intern/inn_poemyuoy7fld', b'\xe7\xa2\xa7\xe6\xa1\x82\xe5\x9b\xad', '建筑房产', '成都', '\ue8c9\ue170\ue914-\uf12b\ue914\ue914/天', '\ue170天/周', '\uf82e个月']
['数据分析\ue46f', '/intern/inn_bi26d8n2qzer', b'\xe5\x8d\x9a\xe6\x85\xa7\xe5\x8c\xbb\xe6\x95\xb0', '数据挖掘', '北京', '\ue8c9\ue914\ue914-\ue8c9\ue0d2\uf30b/天', '\ue170天/周', '\uf12b个月']
['数据分析专员', '/intern/inn_pdhjjvabzo4z', b'\xef\x83\xaf\xe5\xb7\x9e\xe6\xa3\x92\xe8\xb0\xb7', '运营', '广州', '\uef76\ue914\uf82e-\uf12b\uf12b\uf12b/天', '\ue170天/周', '\ue79f个月']
['数据分析\ue46f', '/intern/inn_2auptvi1086s', b'\xe5\x88\x9b\xe4\xb8\x9c\xef\x81\xa2\xee\xa2\xb7', '咨询', '沈阳', '\ue170\ue914-\ue8c9\ue914\ue914/天', '\ue170天/周', '\uf30b个月']
['数据分析专员', '/intern/inn_15dedoxj7xi9', b'\xe6\xb5\xb7\xe4\xbf\xa1\xe9\x9b\x86\xe5\x9b\xa2', '其他类型', '青岛', '\ue8c9\ue914\ue0d2-\ue8c9\ue170\ue914/天', '\ue170天/周', '\ue8c9\uf30b个月']
['数据分析员', '/intern/inn_iqcorlw4uzm7', b'\xe4\xb8\xad\xe5\xb3\xb0\xe4\xbf\xa1\xe8\xbe\xbe', '新媒体', '北京', '\ue8c9\uef76\ue914-\ue8c9\uf30b\ue914/天', '\ue170天/周', '\uf12b个月']
['数据分析\ue46f', '/intern/inn_kkzynihdomzq', b'\xe4\xbc\x98\xe5\xbf\x85\xe7\x88\xb1', '云计算/大数据', '北京', '\ue8c9\ue914\ue914-\uef76\ue914\ue914/天', '\uf12b天/周', '\uf12b个月']
['数据分析建模', '/intern/inn_hmpyubspt1lo', b'\xe5\xad\x90\xe8\xaf\xa2', '数据挖掘', '成都', '\ue8c9\ue914\ue914-\ue8c9\ue170\ue914/天', '\ue170天/周', '\uf12b个月']
['数据分析主管', '/intern/inn_hgahpbs6vdlk', b'\xe6\x99\xba\xef\x84\xb9\xee\xa5\xbf\xee\x87\x82', '运营', '苏州', '\uf12b\ue914\ue914-\uf30b\ue914\ue914/天', '\ue170天/周', '\ue8c9\ue170个月']
['数据分析\uebcc\ueb17\ue46f', '/intern/inn_y92t9ru58hlf', b'\xe4\xb8\x8a\xe6\xb5\xb7\xe8\xbf\x88\xe7\xa7\x91', '算法', '上海', '\ue79f\ue914-\ue79f\ue170/天', '\ue170天/周', '\uf82e个月']
['商业数据分析', '/intern/inn_vtdywmqolgfo', b'\xe8\x8b\xb1\xe7\x89\xb9\xe4\xbd\x93\xe8\x82\xb2', '分析/调研', '上海', '\ue8c9\ue170\ue914-\uf12b\ue914\ue914/天', '\uef76天/周', '\uf30b个月']
['数据分析\ue46f', '/intern/inn_b1pwpqiwjcg6', b'\xe4\xb8\xad\xe5\x8e\x9f\xee\x92\xa8\xef\x80\xa9', '数据挖掘', '上海', '\ue8c9\ue914\ue914-\ue8c9\uef76\ue914/天', '\ue170天/周', '\uecca个月']
['数据分析\ue46f', '/intern/inn_ehu1utmpkkbp', b'\xe5\xb0\x8f\xe7\xb3\x96\xef\x9d\x9e\xef\x84\xb9', '数据挖掘', '北京', '\ue8c9\ue170\ue914-\uef76\ue914\ue914/天', '\uf30b天/周', '\ue8c9\uf30b个月']
['数据分析专员', '/intern/inn_2hfjxm2phrws', b'\xef\x83\xaf\xe7\x94\xb5\xee\x92\xa8\xe9\x80\x9a', '分析/调研', '广州', '\ue8c9\ue914\ue914-\ue8c9\ue170\ue914/天', '\ue170天/周', '\uf12b个月']
['数据分析助理', '/intern/inn_xxys6tilxfvt', b'\xe5\xb7\xb4\xe4\xb9\x9d\xe7\x81\xb5\xe6\x96\xb0\xe5\xaa\x92\xe4\xbd\x93', '运营', '杭州', '\uf82e\ue914-\ue0d2\ue914/天', '\uf30b天/周', '\uf30b个月']
['数据分析\ue46f', '/intern/inn_r1kla9sluvrk', b'\xe7\xa5\x9e\xe7\xad\x96\xe6\x95\xb0\xe6\x8d\xae', '云计算/大数据', '北京', '\uef76\ue914\ue914-\uef76\ue170\uecca/天', '\ue170天/周', '\uf12b个月']
['数据分析实习', '/intern/inn_5usm5wgp6hax', b'\xe5\x8d\x8e\xe6\xb6\xa6\xe7\xbd\xae\xe5\x9c\xb0\xe5\x8d\x8e\xe5\x8c\x97\xe5\xa4\xa7\xe5\x8c\xba\xe5\x95\x86\xe4\xb8\x9a\xe7\xae\xa1\xe7\x90\x86', '建筑房产', '北京,郑州,青岛,济南,太原,石家庄,淄博,日照', '\ue8c9\ue914\ue914-\ue8c9\ue170\ue914/天', '\uf12b天/周', '\uecca个月']
['数据分析\ue46f', '/intern/inn_pwljsdqjbtil', b'\xe7\x9b\xbc\xe8\xbe\xbe\xe7\x94\xa8\xe8\xbd\xa6', '数据库', '成都', '\ue8c9\ue914\ue914-\ue8c9\ue170\ue914/天', '\ue170天/周', '\ue8c9\ue170个月']
['数据分析\ue46f', '/intern/inn_sdynhpnknnaj', b'\xee\x9a\x9d\xee\xb9\x8f\xef\x9b\xb2', 'SEO', '北京', '\ue8c9\uf82e\ue914-\uef76\uef76\ue914/天', '\ue170天/周', '\uf12b个月']
['\uf266\ue81b\ue589\ue087\ue2a3\uee4f 数据分析', '/intern/inn_x0gn13oco7x0', b'\xee\xb5\xb5\xe5\x8f\xb6\xe8\x8d\x89', 'Python', '南京', '\ue8c9\ue170\ue914-\uef76\ue914\ue914/天', '\ue170天/周', '\ue0d2个月']
['数据分析\ue46f', '/intern/inn_fz9zglcrwg80', b'\xe4\xb8\x83\xe7\x89\x9b\xe4\xba\x91', '产品', '上海', '\uef76\ue914\ue914-\uf12b\ue914\ue914/天', '\uf30b天/周', '\ue79f个月']
['数据分析\ue46f', '/intern/inn_3nqyrkledmdy', b'\xe6\xb0\xb8\xe8\xbe\x89', '其他类型', '上海', '\ue8c9\uf82e\ue914-\uef76\uf12b\ue914/天', '\ue170天/周', '\ue8c9\uf30b个月']
['数据分析\ue46f', '/intern/inn_jijheegexbzf', b'\xe7\x9b\x9b\xe8\xb6\xa3\xe4\xbf\xa1\xe6\x81\xaf\xe6\x8a\x80\xe6\x9c\xaf\xef\xbc\x88\xe4\xb8\x8a\xe6\xb5\xb7\xef\xbc\x89', '其他类型', '上海', '\ue8c9\ue914\ue914-\ue8c9\uf12b\ue914/天', '\uf30b天/周', '\uecca个月']
['数据分析岗', '/intern/inn_audgoj8pr2hd', b'\xe4\xb8\xad\xe5\x9b\xbd\xef\x9d\x9e\xef\x84\xb9\xee\x8e\x85\xe5\x8d\x8f\xee\xb4\xb9', '不限', '北京', '\ue8c9\ue914\ue914-\ue8c9\ue170\ue914/天', '\uf12b天/周', '\uf12b个月']
['数据分析实习', '/intern/inn_w3c3uisoiufx', b'\xe5\x88\xa9\xe9\x80\x9a\xe7\xa0\x94\xe7\xa9\xb6\xe9\x99\xa2', '软件', '广州', '\uf82e\ue914-\ue8c9\ue914\ue914/天', '\uf12b天/周', '\uf30b个月']
['数据分析\uebcc\ueb17\ue46f', '/intern/inn_cevexdfeeoqj', b'\xe4\xb8\xad\xe5\x8d\x9a\xe7\xa0\x94\xe7\xa9\xb6\xe9\x99\xa2', '咨询/顾问', '南京', '\ue8c9\ue914\ue914-\ue8c9\ue170\ue914/天', '\uf30b天/周', '\uf12b个月']
['数据分析\ue46f', '/intern/inn_wrouoqjbyfjx', b'\xe5\xa4\xa7\xe5\x85\xac\xe4\xbf\xa1\xee\x97\x9e', '金融', '北京', '\ue8c9\ue914\ue914-\ue8c9\ue170\ue914/天', '\ue170天/周', '\uf30b个月']
['数据分析员', '/intern/inn_xi1b5fbqyt8c', b'\xe5\x92\x8c\xe5\x90\x9b\xe7\xba\xb5\xe8\xbe\xbe', '财务', '合肥', '\ue8c9\ue914\ue914-\ue8c9\ue0d2\uf30b/天', '\ue170天/周', '\uf12b个月']
['数据分析\ue46f', '/intern/inn_9wpnmot67avx', b'\xe4\xb8\xad\xe8\xaf\x84\xe4\xbf\xa1\xe7\x94\xa8', '数据库', '北京', '\ue8c9\uef76\ue914-\ue8c9\ue170\ue914/天', '\uf30b天/周', '\ue0d2个月']
['数据分析\ue46f', '/intern/inn_fgdpxcdwsacw', b'\xe5\xa4\xa7\xe5\x85\xac\xe5\x9b\xbd\xe9\x99\x85', '金融', '北京', '\uecca-\ue8c9\uef76/天', '\ue170天/周', '\ue8c9\ue170个月']
['数据运营/数据分析\ue46f', '/intern/inn_s2zsvbewcdiu', b'\xee\x85\xb0\xef\xa0\xae\xe5\xae\x89\xe5\xb1\x85\xe5\xae\xa2', '运营', '佛山', '\uf82e\ue914-\uf82e\ue8c9/天', '\ue170天/周', '\uf12b个月']
['业务分析&数据分析助理', '/intern/inn_m38ixojtnye3', b'\xe5\xbe\xb7\xe5\x8b\xa4\xe7\xae\xa1\xe7\x90\x86\xe5\x92\xa8\xe8\xaf\xa2', '数据挖掘', '北京', '\ue8c9\uf12b\ue0d2-\ue8c9\uf30b\ue914/天', '\uf30b天/周', '\uf12b个月']
['数据分析\ue46f/投资分析\ue46f', '/intern/inn_qayheuuxlcay', b'\xe8\x80\x80\xe6\x99\x9f\xe6\x8a\x95\xe8\xb5\x84', '分析师', '佛山', '\ue0d2\ue0d2-\ue8c9\ue914\ue914/天', '\ue170天/周', '\ue8c9\ue170个月']
['数据仓库与数据分析实习\ue281', '/intern/inn_nxszdob7kzig', b'\xe4\xbb\x8a\xe6\x97\xa5\xe5\xa4\xb4\xe6\x9d\xa1', '数据挖掘', '北京', '\uef76\uf82e\ue914-\uf12b\uef76\ue914/天', '\uf30b天/周', '\uf12b个月']
['\ue04b务分析／数据分析实习\ue281', '/intern/inn_a0i7m6uu2cd5', b'\xe8\x93\x9d\xe6\xa0\x87\xe7\x94\xb5\xe5\x95\x86', '财务', '北京', '\ue8c9\ue914\ue914-\ue8c9\ue8c9\ue914/天', '\uf30b天/周', '\uf30b个月']
['数据分析/数据挖掘实习\ue281', '/intern/inn_hklswn5iirfh', b'\xe6\xac\xa2\xe8\x81\x9a\xe6\x97\xb6\xe4\xbb\xa3\xef\xbc\x88\xe5\xa4\x9a\xe7\x8e\xa9\xef\x9c\xb6\xef\x9c\xb6\xef\xbc\x89', '数据挖掘', '珠海', '\uf82e\ue914-\ue8c9\uef76\ue914/天', '\uf12b天/周', '\uecca个月']
['数据分析实习\ue281', '/intern/inn_tiztcdmkxr6d', b'\xe6\xbb\xb4\xe6\xbb\xb4\xe5\x87\xba\xef\x80\xa9', '用户研究', '北京', '\ue8c9\ue170\ue914-\uef76\ue914\ue914/天', '\ue170天/周', '\uecca个月']
['数据分析实习\ue281', '/intern/inn_s11f29mki3fd', b'\xe5\x8c\x97\xe4\xba\xac\xe5\x98\x80\xe5\x98\x80', '运营', '北京', '\ue8c9\ue170\ue914-\uef76\ue914\ue914/天', '\ue170天/周', '\uecca个月']
